"id","locationId","locationName","type","description","messageDate","date","amount","balance","totalBalance","creditsUsed","originalAmount","discountAmount"
"68393a1b042cd49e04e04255","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 8d97a0059e5cec47ec015135c68125d4","-","May 30th 2025, 12:54:52 PM",0.0903,"578.801940","578.801940","0.000000",0.0903,0
"683939f3451cc457cb327ded","VfZvkCL9M13RPHNpCGPi","Alpha Galaxy Group","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:54:11 PM",0.01,"578.892240","578.892240","0.000000",0.01,0
"683938dbd4c408266c8fac49","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:49:31 PM",0.01,"578.902240","578.902240","0.000000",0.01,0
"683938dbd4c4082ce88fac1e","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:49:31 PM",0.01,"578.912240","578.912240","0.000000",0.01,0
"683938d921414d9bc8fc3268","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:49:29 PM",0.01,"578.922240","578.922240","0.000000",0.01,0
"683938d97c710ff17f2b1a53","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:49:29 PM",0.01,"578.932240","578.932240","0.000000",0.01,0
"6839370ea85cddaeafca55f1","rsdW1sEFWbzzULIapmdQ","Platinum Victory","WhatsApp Conversation","whatsApp ref: 957de6c2b1dc65cb8dd91974fa1526ad","-","May 30th 2025, 12:41:50 PM",0.0903,"578.942240","578.942240","0.000000",0.0903,0
"68393667308b8ef1382c7f19","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:39:03 PM",0.01,"579.032540","579.032540","0.000000",0.01,0
"68393667d8376862ce9053aa","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:39:03 PM",0.01,"579.042540","579.042540","0.000000",0.01,0
"68393662b132e903db0e6728","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:38:58 PM",0.01,"579.052540","579.052540","0.000000",0.01,0
"68393662b132e9476b0e6726","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:38:58 PM",0.01,"579.062540","579.062540","0.000000",0.01,0
"6839342ad4c408af518dc74b","aIzvZ3CF67w8uUjkPchx","Triple Three Properties Sdn Bhd (Asia Green)","WhatsApp Conversation","whatsApp ref: 3110acc5d47988fb73c58a8b474c22bd","-","May 30th 2025, 12:29:30 PM",0.0903,"579.072540","579.072540","0.000000",0.0903,0
"68393421b132e9a07f0d5eb7","jH41Z47TXtote3u6rh92","OCR Group Berhad","WhatsApp Conversation","whatsApp ref: 8a1e0be781eeda14a3928a8bef4e9396","-","May 30th 2025, 12:29:21 PM",0.0903,"579.162840","579.162840","0.000000",0.0903,0
"6839334021414d5092f9dd67","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 21e2d4f77823964f513cf8afbbc83871","-","May 30th 2025, 12:25:40 PM",0.0903,"579.253140","579.253140","0.000000",0.0903,0
"683931d7b132e9255d0c9328","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:19:35 PM",0.01,"579.343440","579.343440","0.000000",0.01,0
"6839316a21414d024af9300e","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 5f90ec2d3eee2839b138ffe55cdd6919","-","May 30th 2025, 12:17:47 PM",0.0903,"579.353440","579.353440","0.000000",0.0903,0
"68393115a72efd6240754138","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: b1ca0baf7c1ee5e43ad65ca60b123a3e","-","May 30th 2025, 12:16:21 PM",0.0903,"579.443740","579.443740","0.000000",0.0903,0
"683930f9a85cdd63dcc81453","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: b1e65ea2ce8d73cb9bdf080dbb4d3289","-","May 30th 2025, 12:15:53 PM",0.0903,"579.534040","579.534040","0.000000",0.0903,0
"683930d1a72efd1e98752881","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 22e30989f14e03a45ca8ca1b9341c170","-","May 30th 2025, 12:15:13 PM",0.07686,"579.624340","579.624340","0.000000",0.07686,0
"683930bdb132e9b9640c31cc","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:14:53 PM",0.01,"579.701200","579.701200","0.000000",0.01,0
"683930bda85cdde5dec7f9ef","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:14:53 PM",0.01,"579.711200","579.711200","0.000000",0.01,0
"6839306fa85cdd1b8ac7d17a","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 4142244f1b98673a67e549603622ca2a","-","May 30th 2025, 12:13:36 PM",0.0903,"579.721200","579.721200","0.000000",0.0903,0
"6839300bd4c40879a78c4155","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:11:56 PM",0.01,"579.811500","579.811500","0.000000",0.01,0
"6839300ba72efd434674e11d","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:11:55 PM",0.01,"579.821500","579.821500","0.000000",0.01,0
"68393009451cc448c22eb47c","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:11:53 PM",0.01,"579.831500","579.831500","0.000000",0.01,0
"68393009a72efd2fc074dfa9","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:11:53 PM",0.01,"579.841500","579.841500","0.000000",0.01,0
"68392fc8a85cdd272ec758cd","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:10:49 PM",0.01,"579.851500","579.851500","0.000000",0.01,0
"68392fc8b132e97fef0bc4ed","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:10:48 PM",0.01,"579.861500","579.861500","0.000000",0.01,0
"68392fc77c710f309727816e","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:10:47 PM",0.01,"579.871500","579.871500","0.000000",0.01,0
"68392fc7042cd4157edc520b","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:10:47 PM",0.01,"579.881500","579.881500","0.000000",0.01,0
"68392f6e451cc423c02e709f","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:09:18 PM",0.01,"579.891500","579.891500","0.000000",0.01,0
"68392f6ea72efd6559749861","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:09:18 PM",0.01,"579.901500","579.901500","0.000000",0.01,0
"68392efdd837683cbd8d371c","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 35f9a6791d870cc30e4f7b69dc56484b","-","May 30th 2025, 12:07:25 PM",0.0903,"579.911500","579.911500","0.000000",0.0903,0
"68392ee6308b8ea199295fed","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 67dbcdd31270582353e939674b59b298","-","May 30th 2025, 12:07:25 PM",0.0903,"580.001800","580.001800","0.000000",0.0903,0
"68392eb4b132e97f580b3535","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: a7b33bc0f6ce3c06a1b05aec8a9e4122","-","May 30th 2025, 12:07:03 PM",0.0903,"580.092100","580.092100","0.000000",0.0903,0
"68392ea0a72efdb0d8743422","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 816b9d5a8951ac549447c7ef4d57fbf0","-","May 30th 2025, 12:06:12 PM",0.0903,"580.182400","580.182400","0.000000",0.0903,0
"68392e7cd4c408b6f78b7480","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 5722475e1f0b141cf494cc03a549d55d","-","May 30th 2025, 12:05:21 PM",0.0903,"580.272700","580.272700","0.000000",0.0903,0
"68392e5d308b8e697029202d","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 9de9c39622d79ea63f222a8eb30463e4","-","May 30th 2025, 12:05:13 PM",0.0903,"580.363000","580.363000","0.000000",0.0903,0
"68392e2d042cd47550db8026","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: ae2830433adda5feb122500e565f1da0","-","May 30th 2025, 12:04:45 PM",0.0903,"580.453300","580.453300","0.000000",0.0903,0
"68392e1bd837684f0a8cd01c","rsdW1sEFWbzzULIapmdQ","Platinum Victory","WhatsApp Conversation","whatsApp ref: a929e7ffd670a74cfe72af6fd9029529","-","May 30th 2025, 12:03:57 PM",0.0903,"580.543600","580.543600","0.000000",0.0903,0
"68392dfc042cd417fddb4dd7","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","WhatsApp Conversation","whatsApp ref: 85bf9db3e4c7b0ac749ae02592c14ece","-","May 30th 2025, 12:03:39 PM",0.0903,"580.633900","580.633900","0.000000",0.0903,0
"68392ded21414df209f7708f","rsdW1sEFWbzzULIapmdQ","Platinum Victory","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","May 30th 2025, 12:03:08 PM",0.01,"580.724200","580.724200","0.000000",0.01,0
