"id","locationId","locationName","type","description","messageDate","date","amount","balance","totalBalance","creditsUsed","originalAmount","discountAmount"
"68903cf1830abe0d1b5624a2","rtYVCVKq2G8uI1Q38qda","AGB Land Sdn Bhd","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxMjc0NTcxOTgVAgARGBJBRDY3NDk3RjIwRTMxQThFOTYA","-","Aug 4th 2025, 12:54:09 PM",0.0903,"315.312970","315.312970","0.000000",0.0903,0
"68903c7335c574d27b909f30","rsdW1sEFWbzzULIapmdQ","Platinum Victory","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxODk0NzAxNzAVAgARGBI5NkFFNDVBODU0OTc0MkUwREUA","-","Aug 4th 2025, 12:52:03 PM",0.0903,"315.403270","315.403270","0.000000",0.0903,0
"68903c4b35c574dfe7909a74","WphrMU0x3Ocd2pEpBJcH","Demo","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 4th 2025, 12:51:23 PM",0.01,"315.493570","315.493570","0.000000",0.01,0
"68903a0a830abe49c5557f2f","VfZvkCL9M13RPHNpCGPi","Alpha Galaxy Group","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxOTIyMzI4NzgVAgARGBJEMTQzN0YzMzVCOUZGMEMyNjYA","-","Aug 4th 2025, 12:41:47 PM",0.0903,"315.503570","315.503570","0.000000",0.0903,0
"6890390835c57409ca8fdd8f","aIzvZ3CF67w8uUjkPchx","Triple Three Properties Sdn Bhd (Asia Green)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 4th 2025, 12:37:28 PM",0.01,"315.593870","315.593870","0.000000",0.01,0
"68903802bbad851fc06132be","aIzvZ3CF67w8uUjkPchx","Triple Three Properties Sdn Bhd (Asia Green)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 4th 2025, 12:33:06 PM",0.01,"315.603870","315.603870","0.000000",0.01,0
"68903240b1f7322cd04a6e84","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 4th 2025, 12:08:32 PM",0.01,"315.613870","315.613870","0.000000",0.01,0
"68903240303e3548a65bb42e","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 4th 2025, 12:08:32 PM",0.01,"315.623870","315.623870","0.000000",0.01,0
"68903129d4b46e58a5b1e5c1","UH6LDXjqUpp906LIRgXJ","Honda Butterworth - Formula Venture Sdn Bhd","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxMjU2MDAzOTkVAgARGBI0MkE2MzZBMEUyMDdBRTJGQ0UA","-","Aug 4th 2025, 12:03:53 PM",0.0903,"315.633870","315.633870","0.000000",0.0903,0
"68903128c33a4f2b2cfa407e","UH6LDXjqUpp906LIRgXJ","Honda Butterworth - Formula Venture Sdn Bhd","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxMjQyOTM0NTUVAgARGBIwQUZCQkNFQTRFQzJEOTlGQkEA","-","Aug 4th 2025, 12:03:52 PM",0.0903,"315.724170","315.724170","0.000000",0.0903,0
