"id","locationId","locationName","type","description","messageDate","date","amount","balance","totalBalance","creditsUsed","originalAmount","discountAmount"
"6741154da53f65f5d80535b5","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 350e14ed51aa76f1679dad65a659b887","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"152.764390","152.764390","0.000000",0.0903,0
"6741154deb838748fd44d4c5","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 567bd4ed64a65027ff5071f2c1b7003b","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"152.854690","152.854690","0.000000",0.0903,0
"6741154deb8387fe0044d4c1","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 646be10dc883a1410efe60f0dacc89a6","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"152.944990","152.944990","0.000000",0.0903,0
"6741154ca53f654f760535b0","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 9076911f40121bc33b29972404709029","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.035290","153.035290","0.000000",0.0903,0
"6741154ca53f6511310535ae","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: d1a86d619c2000dc1491b76f4c5d7ada","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.125590","153.125590","0.000000",0.0903,0
"6741154ca53f6584f905359c","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 2f944b7cdf56072c10e9a7cb213c64be","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.215890","153.215890","0.000000",0.0903,0
"6741154ca53f65098a05359a","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 769842bc6bef78d7d45335308753db86","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.306190","153.306190","0.000000",0.0903,0
"6741154c6b84f0f5fc349e36","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: f5528fa221f4a4acffe3e2b7c85c9f10","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.396490","153.396490","0.000000",0.0903,0
"6741154c6b84f03462349e13","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 58bd58c8e497cb36e66f1a4571925860","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.486790","153.486790","0.000000",0.0903,0
"6741154c6b84f079e7349e0f","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 08f52a2ba02799ce5fb3ea808bc0a7c2","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.577090","153.577090","0.000000",0.0903,0
"6741154c6b84f06a91349e0d","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: e7bbe61c34b5230cfbbb69a6f894cba2","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.667390","153.667390","0.000000",0.0903,0
"6741154c6b84f01b08349e09","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 79f03a7e4c5949a16e3f5dc4e13e53c5","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.757690","153.757690","0.000000",0.0903,0
"6741154c4f9d2701d9ad5d56","um39aTH6U9mTq8NrMngA","Jastamax Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 9d6bea20cf51677f2d4c1699025bcd5d","-","Nov 23rd 2024, 07:35:41 AM",0.0903,"153.847990","153.847990","0.000000",0.0903,0
