"id","locationId","locationName","type","description","messageDate","date","amount","balance","totalBalance","creditsUsed","originalAmount","discountAmount"
"680fa0b555a372ad98cc3158","rsdW1sEFWbzzULIapmdQ","Platinum Victory","WhatsApp Conversation","whatsApp ref: 965a4dcfc3c90ada577528c6dfee0c20","-","Apr 28th 2025, 11:40:14 PM",0.0903,"176.029095","176.029095","0.000000",0.0903,0
"680fa0a217a913c82424aa52","rsdW1sEFWbzzULIapmdQ","Platinum Victory","WhatsApp Conversation","whatsApp ref: 5509a49e1ca8c088e1ada6e3f9565e69","-","Apr 28th 2025, 11:37:25 PM",0.0903,"176.119395","176.119395","0.000000",0.0903,0
"680f9fc0ab646be8256a4601","rsdW1sEFWbzzULIapmdQ","Platinum Victory","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 11:35:15 PM",0.01,"176.209695","176.209695","0.000000",0.01,0
"680f98d76431252e7e60d6e5","BXuCudh2EKUEmv1gC4ai","SJ360","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 11:05:13 PM",0,"176.219695","176.219695","0.000000",0,0
"680f95f9897655ca627ef5f7","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 10:51:47 PM",0.01,"176.219695","176.219695","0.000000",0.01,0
"680f8c4f0e9603e339fc14cc","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 10:12:03 PM",0.01,"176.229695","176.229695","0.000000",0.01,0
"680f8c339a7d79d973c1afab","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 10:10:14 PM",0.01,"176.239695","176.239695","0.000000",0.01,0
"680f8828897655da916ccb5f","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 09:52:40 PM",0.01,"176.249695","176.249695","0.000000",0.01,0
"680f86519a7d796fa9bbabfc","rsdW1sEFWbzzULIapmdQ","Platinum Victory","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 09:44:49 PM",0.01,"176.259695","176.259695","0.000000",0.01,0
"680f85a822d20ce56b1c31a8","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 09:42:01 PM",0.01,"176.269695","176.269695","0.000000",0.01,0
"680f84618976555c6c6997a6","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 09:39:12 PM",0.01,"176.279695","176.279695","0.000000",0.01,0
"680f7d619109202d390762e9","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 09:10:12 PM",0.01,"176.289695","176.289695","0.000000",0.01,0
"680f76e8fbb6797dba1f5644","E0H7r1mN6ry0kv4uGZ6L","Radium Development Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 08:39:05 PM",0.01,"176.299695","176.299695","0.000000",0.01,0
"680f74b49a7d792273a7857c","A3k6CQJPTZBR3jvZ0Fp9","Supreme Springs Sdn. Bhd.","WhatsApp Conversation","whatsApp ref: 0b93cbff9869192c1562b2648d519fcf","-","Apr 28th 2025, 08:29:41 PM",0.0903,"176.309695","176.309695","0.000000",0.0903,0
"680f70277c6c5d6a12c53419","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 08:10:20 PM",0.01,"176.399995","176.399995","0.000000",0.01,0
"680f6b3422d20c3f60fd7f13","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:49:09 PM",0.01,"176.409995","176.409995","0.000000",0.01,0
"680f6b340e96036ac1d69a3a","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:49:08 PM",0.01,"176.419995","176.419995","0.000000",0.01,0
"680f6b339109209b3ff341ee","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:49:08 PM",0.01,"176.429995","176.429995","0.000000",0.01,0
"680f6b324b85b6fb866de64b","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:49:07 PM",0.01,"176.439995","176.439995","0.000000",0.01,0
"680f6a6922d20c1160fd0e39","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:45:46 PM",0.01,"176.449995","176.449995","0.000000",0.01,0
"680f6a68ebf17fd23f3f9ce9","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:45:45 PM",0.01,"176.459995","176.459995","0.000000",0.01,0
"680f6a6722d20c4de9fd0c4f","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:45:44 PM",0.01,"176.469995","176.469995","0.000000",0.01,0
"680f6a6622d20c6d65fd0a74","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:45:43 PM",0.01,"176.479995","176.479995","0.000000",0.01,0
"680f693aebf17f32643edc1f","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:40:42 PM",0.01,"176.489995","176.489995","0.000000",0.01,0
"680f693a8976558dfc4aeb0c","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:40:42 PM",0.01,"176.499995","176.499995","0.000000",0.01,0
"680f6939ebf17f05f73edb44","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:40:42 PM",0.01,"176.509995","176.509995","0.000000",0.01,0
"680f69383cd8ebcae0333fdc","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:40:40 PM",0.01,"176.519995","176.519995","0.000000",0.01,0
"680f6600910920338fefadb0","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:26:57 PM",0.01,"176.529995","176.529995","0.000000",0.01,0
"680f660091092082e4efad6a","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:26:56 PM",0.01,"176.539995","176.539995","0.000000",0.01,0
"680f65ff22d20c5740f9e172","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:26:56 PM",0.01,"176.549995","176.549995","0.000000",0.01,0
"680f65feebf17f611d3c6bb0","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:26:55 PM",0.01,"176.559995","176.559995","0.000000",0.01,0
"680f627b643125e0962416fa","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:11:56 PM",0.01,"176.569995","176.569995","0.000000",0.01,0
"680f627bf61fac6cb58c4605","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:11:55 PM",0.01,"176.579995","176.579995","0.000000",0.01,0
"680f627ae53385d190e65145","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (array_functions)","-","Apr 28th 2025, 07:11:55 PM",0.01,"176.589995","176.589995","0.000000",0.01,0
"680f627998dd760a9f204ba4","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:11:54 PM",0.01,"176.599995","176.599995","0.000000",0.01,0
"680f5fccebf17f3ded366dcb","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:00:28 PM",0.01,"176.609995","176.609995","0.000000",0.01,0
"680f5fc2ebf17f3a06365e34","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 07:00:20 PM",0.01,"176.619995","176.619995","0.000000",0.01,0
"680f5eee22d20c8c52f36c78","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions","LC - Premium Triggers & Actions (inbound_webhook)","-","Apr 28th 2025, 06:56:46 PM",0.01,"176.629995","176.629995","0.000000",0.01,0
