"id","locationId","locationName","type","description","messageDate","date","amount","balance","totalBalance","creditsUsed","originalAmount","discountAmount"
"685c1ce60bd61e364e025192","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:59:34 PM",0.01,"994.342325","994.342325","0.000000",0.01,0
"685c1ce535d6b307c9fc6ece","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:59:34 PM",0.01,"994.352325","994.352325","0.000000",0.01,0
"685c1ce4af45185a0d329654","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:59:33 PM",0.01,"994.362325","994.362325","0.000000",0.01,0
"685c0f9c5a49225a39b0da46","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:05:20 PM",0.01,"994.372325","994.372325","0.000000",0.01,0
"685c0f96af45187d2a232641","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:02:53 PM",0.01,"994.382325","994.382325","0.000000",0.01,0
"685c0f9582df34e68adb92eb","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:02:53 PM",0.01,"994.392325","994.392325","0.000000",0.01,0
"685c0f9382df34b67fdb8db2","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 11:02:46 PM",0.01,"994.402325","994.402325","0.000000",0.01,0
"685c0b890bd61e667ee54043","jH41Z47TXtote3u6rh92","OCR Group Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 10:50:11 PM",0.01,"994.412325","994.412325","0.000000",0.01,0
"685c02d1af451880611424d5","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 10:08:34 PM",0.01,"994.422325","994.422325","0.000000",0.01,0
"685c029d82df347442cae121","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 10:08:34 PM",0.01,"994.432325","994.432325","0.000000",0.01,0
"685c012a73ec4cfaaa8b433f","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 10:01:19 PM",0.01,"994.442325","994.442325","0.000000",0.01,0
"685c011e9bf177018ba26414","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 10:01:05 PM",0.01,"994.452325","994.452325","0.000000",0.01,0
"685c0035571679001cc5233d","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 09:57:10 PM",0.01,"994.462325","994.462325","0.000000",0.01,0
"685c0035af4518286f1038ae","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","LC - Premium Triggers & Actions and Workflow AI","LC - Premium Triggers & Actions (inbound_webhook)","-","Jun 25th 2025, 09:57:10 PM",0.01,"994.472325","994.472325","0.000000",0.01,0
