"id","locationId","locationName","type","description","messageDate","date","amount","balance","totalBalance","creditsUsed","originalAmount","discountAmount"
"68a2eb7cfa567c7a376b6e19","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:59:41 PM",0.01,"1035.522410","1035.522410","0.000000",0.01,0
"68a2eb7a5f6cae20583ffa92","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:59:38 PM",0.01,"1035.532410","1035.532410","0.000000",0.01,0
"68a2eb27e5ec2412fda9d3d0","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:58:15 PM",0.01,"1035.542410","1035.542410","0.000000",0.01,0
"68a2eb275f6cae70a63fdd1a","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:58:15 PM",0.01,"1035.552410","1035.552410","0.000000",0.01,0
"68a2e9495f6cae27333f3779","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:50:17 PM",0.01,"1035.562410","1035.562410","0.000000",0.01,0
"68a2e7ebd6cbf5bea76eda67","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:44:27 PM",0.01,"1035.572410","1035.572410","0.000000",0.01,0
"68a2e7ea0525f12241cf116c","ZGtHSLAGOT83yj6W1pDG","Bangsar Hill Park (Sunsuria)","WhatsApp Utility Messages","whatsapp_utility_message ref: wamid.HBgLNjAxNDkxMDg3MTAVAgARGBI0MDQ5NjE1MzMxRTc4RjVBMDIA","-","Aug 18th 2025, 04:44:26 PM",0.0147,"1035.582410","1035.582410","0.000000",0.0147,0
"68a2e6b60525f187b7ce9df6","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:39:18 PM",0.01,"1035.597110","1035.597110","0.000000",0.01,0
"68a2e591fa567c349d6931e5","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:34:26 PM",0.01,"1035.607110","1035.607110","0.000000",0.01,0
"68a2e5902d558f7cf9e55cf8","ZGtHSLAGOT83yj6W1pDG","Bangsar Hill Park (Sunsuria)","WhatsApp Utility Messages","whatsapp_utility_message ref: wamid.HBgMNjAxMTEyNzY1NDczFQIAERgSQjAyQTk4RkQyMEFCMzhGRUQ0AA==","-","Aug 18th 2025, 04:34:24 PM",0.0147,"1035.617110","1035.617110","0.000000",0.0147,0
"68a2e3f4da55c1ed7c183f1f","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:27:32 PM",0.01,"1035.631810","1035.631810","0.000000",0.01,0
"68a2e18c0525f1b763cbec34","BXuCudh2EKUEmv1gC4ai","SJ360","Emails","Email ref: T1RGHqiqvNBOSxd0CNU8","-","Aug 18th 2025, 04:17:16 PM",0.000675,"1035.641810","1035.641810","0.000000",0.000675,0
"68a2e179e5ec248c61a55f71","BXuCudh2EKUEmv1gC4ai","SJ360","Emails","Email ref: xny3rrkrh7Isk9rxMjJh","-","Aug 18th 2025, 04:16:58 PM",0.000675,"1035.642485","1035.642485","0.000000",0.000675,0
"68a2e171da55c1570516dc1f","BXuCudh2EKUEmv1gC4ai","SJ360","Email Notifications","EmailNotification ref: 68a2e16f342a440aa359416b","-","Aug 18th 2025, 04:16:49 PM",0.002025,"1035.643160","1035.643160","0.000000",0.002025,0
"68a2e1455d3b63304f8b9571","BXuCudh2EKUEmv1gC4ai","SJ360","Emails","Email ref: OKBSTBCo9jjaQTIkZC45","-","Aug 18th 2025, 04:16:05 PM",0.000675,"1035.645185","1035.645185","0.000000",0.000675,0
"68a2e13ada55c19e7c16af08","BXuCudh2EKUEmv1gC4ai","SJ360","Emails","Email ref: qv59wyCypcqsKL3VSx4Q","-","Aug 18th 2025, 04:15:54 PM",0.000675,"1035.645860","1035.645860","0.000000",0.000675,0
"68a2e1380525f1fab0cbaeea","BXuCudh2EKUEmv1gC4ai","SJ360","Email Notifications","EmailNotification ref: 68a2e13704f9546b190db9d9","-","Aug 18th 2025, 04:15:52 PM",0.002025,"1035.646535","1035.646535","0.000000",0.002025,0
"68a2e0510525f10fd4caf16b","VfZvkCL9M13RPHNpCGPi","Alpha Galaxy Group","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxNDY0NTYwNjcVAgARGBI4MzkzOEEyRTM4NjU2Q0Y0QjkA","-","Aug 18th 2025, 04:12:01 PM",0.0903,"1035.648560","1035.648560","0.000000",0.0903,0
"68a2df992d558f6dcae170e0","VfZvkCL9M13RPHNpCGPi","Alpha Galaxy Group","WhatsApp Marketing Messages","whatsapp_marketing_message ref: wamid.HBgLNjAxNDY0NTYwNjcVAgARGBJGQTZCQjE5QUJEOUQ0MDJBOEEA","-","Aug 18th 2025, 04:08:57 PM",0.0903,"1035.738860","1035.738860","0.000000",0.0903,0
"68a2deacfa567c4c03633898","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:05:00 PM",0.01,"1035.829160","1035.829160","0.000000",0.01,0
"68a2deaada55c15e32133812","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:04:58 PM",0.01,"1035.839160","1035.839160","0.000000",0.01,0
"68a2dea4e5ec24624ba1aa10","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:04:52 PM",0.01,"1035.849160","1035.849160","0.000000",0.01,0
"68a2dea29d95286d2d0a6693","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:04:51 PM",0.01,"1035.859160","1035.859160","0.000000",0.01,0
"68a2de9d9d952803710a56ab","ZGtHSLAGOT83yj6W1pDG","Bangsar Hill Park (Sunsuria)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:04:46 PM",0,"1035.869160","1035.869160","0.000000",0,0
"68a2de922d558fc36cdf0eba","WphrMU0x3Ocd2pEpBJcH","Demo","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 04:04:34 PM",0.01,"1035.869160","1035.869160","0.000000",0.01,0
"68a2dd125f6cae965735267f","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:58:10 PM",0.01,"1035.879160","1035.879160","0.000000",0.01,0
"68a2dd125f6cae8c5135267d","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:58:10 PM",0.01,"1035.889160","1035.889160","0.000000",0.01,0
"68a2dd0cfa567c620f608e83","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:58:04 PM",0.01,"1035.899160","1035.899160","0.000000",0.01,0
"68a2dd0c5d3b639acc856336","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:58:04 PM",0.01,"1035.909160","1035.909160","0.000000",0.01,0
"68a2dc429d952824b4078a40","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:54:42 PM",0.01,"1035.919160","1035.919160","0.000000",0.01,0
"68a2dc410525f174b8c54d40","tCDIsdPF3Em8dZW3fc0B","MKH Berhad","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:54:42 PM",0.01,"1035.929160","1035.929160","0.000000",0.01,0
"68a2db909d95285d6d074227","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:51:44 PM",0.01,"1035.939160","1035.939160","0.000000",0.01,0
"68a2db8e5d3b63470b84c928","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:51:43 PM",0.01,"1035.949160","1035.949160","0.000000",0.01,0
"68a2db699d95287477072b44","vyVrSY24jVqqDVno3tHp","Mitraland Group","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:51:05 PM",0,"1035.959160","1035.959160","0.000000",0,0
"68a2db649d95285236072843","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:51:00 PM",0.01,"1035.959160","1035.959160","0.000000",0.01,0
"68a2db62d6cbf547c6649897","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:50:58 PM",0.01,"1035.969160","1035.969160","0.000000",0.01,0
"68a2db51fa567c16775fd012","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:50:42 PM",0.01,"1035.979160","1035.979160","0.000000",0.01,0
"68a2db4f9d69e4c32db983b7","ZGtHSLAGOT83yj6W1pDG","Bangsar Hill Park (Sunsuria)","WhatsApp Utility Messages","whatsapp_utility_message ref: wamid.HBgLNjAxMjY0NDc3ODgVAgARGBI1OTA2MzRGRTYyRjY0M0ExRTMA","-","Aug 18th 2025, 03:50:39 PM",0.0147,"1035.989160","1035.989160","0.000000",0.0147,0
"68a2db4a5d3b6304b8849f81","05h0PSv7qslciXXdmieo","Sunsuria Berhad (HQ)","Workflow - Premium Features","Workflow - Premium Features (inbound_webhook)","-","Aug 18th 2025, 03:50:34 PM",0.01,"1036.003860","1036.003860","0.000000",0.01,0
